"recipe_id","recipe_name","recipe_desc","views","recommand","scrap","cooking_serving","level","cooking_time"
135,소고기육회,한우로 신선하게 아빠의 술안주 소고기 육회입니다.,14933,13,49,2,2,30
136,탕수육,새콤달콤 탕수육입니다.,7330,17,33,3,2,60
137,오징어볶음,만만한 밥반찬 매콤달콤 오징어 볶음입니다.,14543,19,195,2,2,30
138,연어무쌈말이,모양도 예쁘고  맛은 더욱 좋은~~ 연어무쌈말이,103523,69,1698,4,2,30
139,제육볶음,청양고추를 넣어서 매콤하고 요즘 야금야금 까먹는 귤을 갈아서 넣으니 달달하면서 맛이 좋더라구요. 딱히 밥하기 귀찮거나 저녁메뉴가 고민이실때 돼지고기만 사다가 만들어 보세용. 다른반찬 없이도 밥공기 뚝딱 비워집니다.,10906,24,93,2,3,30
140,돼지등갈비찜,부드러운 돼지 등갈비찜입니다.,38049,12,170,5,3,90
141,안동찜닭,특별한 날 여럿이서 푸짐하게 안동찜닭입니다.,14299,20,213,4,2,60
142,닭다리튀김,바삭바삭 소리까지 맛있는 닭다리 튀김입니다.,25407,15,343,3,2,60
143,돼지목살양념구이,그냥 고기만 썰고 양념만 만들어서 숙성만 시켜놓으시면 급히 상차림 차릴때 바로 오븐이나 후라이팬에 구워 주시기만 하면 되니 편해요. 혹 내일 급히 특별한 날인데 무얼 만들까 고민이신분들 돼지목살 양념구이 추천해드려용.,11756,10,53,3,3,90
144,장어탕수,지친몸에 좋은 고소한 장어탕수입니다.,3125,13,26,2,2,30
145,새우소금구이,손바닥한기 왕맛있는 새우 소금구이입니다.,5299,13,26,3,2,30
146,단호박고등어조림,무대신 단호박을 넣었더니 어쩜 무보다 더 맛있는거같어용. 무도 달큰하지만 단호박도 달콤해서 더 맛있드라구용. 또 단호박은 약간 밤같아서 포근포근하니 배도 더 빵빵해지는거 같구. 단호박땜시 밥도 쬐금먹게되구 금방 포만감이 오구 다요트에 넘넘 좋을거같아용.,4982,14,40,2,2,30
147,쇠고기떡볶음,명절에 남은 떡국떡과 우리한우로 쇠고기떡볶음을 만들어먹었어요.,5926,11,67,2,1,30
148,마파두부,중국 사천성에서 곰보할머니가 만들기 시작했다는 마파두부. 매콤한 두반장소스가 일품인 마파두부는 만들기도 간단할 뿐만 아니라 맛도 좋아서 손님초대요리로도 좋고  가족을 위한 주말특식으로도 좋아요. 재료도 착하고 만들기도 간단하지요. 특히 밥에 비벼 먹으면 정말 맛나요.,143548,38,614,2,3,30
149,돈가스월남쌈,도저히 채식을 못하는 저희 가족들이 즐겨먹는 월남쌈 입니다~^^ 돈가스도 먹고 야채를 충분히 먹을 수 있어서 조금만 먹어도 포만감이 느껴지는 저희가족 모두가 좋아하는 돈가스월남쌈 이랍니다. 야채도 듬뿍 먹고 쌀로 만든 월남쌈 때문에 조금만 먹어도 쉽게 포만감이 와서 돈가스만 먹을때 보다 훨씬 칼로리를 줄일 수 있답니다,18673,18,95,2,2,30
150,탄두리치킨,인도의 탄두리라는 화덕에서 구워내는 탄두리 치킨을 만들어 봤는데요. 사실 전에 인도음식점가서 먹은 탄두리치킨은 색이 더 붉고 카레향도 거의 안났거든요. 집에서 하다보니 좀 차이는 있지만 오븐으로 구워내서 비슷하게나마 흉내내 봤어요. 소스에 카레를 넣어서 카레향도 은은하니 우리 입맛에도 딱 맞을꺼같아요.,30671,14,338,4,2,90
151,연어구이,싱싱한 생연어회도 맛있지만 생연어를 소금  후추에 재워두었다 알맞게 익혀주면 요것도 입에서 살살 녹는 맛이지요.,20180,13,141,2,2,30
152,삼치조림,저녁에 조림을 만들어 온 식구 맛있게 먹었습니다. 고등어도 맛나지만 삼치는 고등어보다 살이 더 부드러워서 더 맛나요.,9917,19,77,4,2,30
153,김치햄버거스테이크,신김치를 넣어주니 느끼한 맛 없이 깔끔한 신김치햄버거스테이크입니다!,3894,17,34,2,3,30
154,떡제육볶음,고기가 부쩍 땡겨 만든 돼지고기 제육볶음입니다. 생고기가 닿으면 좀 찝찝할까봐 우선 비닐봉지에 했는데 양념장을 미리 섞어서 넣어주면 더 좋겠죠~ 국물이 자작하게 있을정도로 졸여주면서 떡도 잘 버무려주면 맛있는 제육볶음 완성이지요~ 양념만 해놓고 그때그때 조금씩 나눠서 해드셔도 좋을꺼 같아요.,6984,19,22,4,1,60
155,갈치조림,갈치조림 하나만 잘 만들어도 다른 반찬 필요 없잖아요. 소금구이도 맛있지만 무를 넣고 얼큰하게 조림을 만들어도 참 맛있어요.,18046,21,121,6,2,90
156,돈까스,경양식의 지존~ 돈까스 집에서 만들어볼게요,13174,21,98,4,2,30
157,닭조림,국물 자작한 닭고기에 아이들이 좋아하는 떡까지... 사실 당면을 넣은 찜닭에 당면 대신에 떡을 넣어도 맛있어서 떡볶이 떡을 같이 넣고 조려봤어요.,11840,17,120,4,1,30
158,돈까스,상큼한~~~귤소스 돈까스 만들어볼게요,4531,14,30,1,2,60
159,마파두부,식구들이 넘 좋아하는 매콤한 마파두부~ 술안주나 밥 반찬으로도 좋아요.,12441,23,58,4,2,30
160,안동찜닭,짭쪼름하니 맛있는 안동찜닭 레시피를 소개합니다~,29957,22,287,2,3,90
161,김치치즈햄버그스테이크,김치넣고 만든 김치 햄버그스테이크입니다. 거기에 속에 치즈까지 넣어서 고소하게 늘어나는 맛. 햄버그스테이크로 드셔도 좋지만  햄버거패티 사이즈로 만들어서 햄버거 해드셔도 좋을꺼같네요.,5056,20,38,3,2,30
162,동파육,주말에 우리가족 건강을 위해서 한번 도전해보셔도 좋을꺼같아요~ 달콤짭쪼름하니 최고랍니다.,11611,21,129,4,2,30
163,간장닭찜,달콤하면서도 구수한 간장닭찜입니다. 감자는 반드시 필수로 들어가야 해요. 닭찜을 훨씬 더 맛있게 해주는 비결이랍니다. 튀김닭도 맛있지만 이렇게 찜을 해놓으면 닭살이 부들부들해서 먹기 좋아요. 튀기지 않아 칼로리도 낮고요~,31116,12,171,5,2,60
164,치킨커틀릿,바삭한 콘플레이크를 담백한 닭안심살에 입혀 튀기지 않고 구운 요리  기름에 튀기면 번거롭지만  오븐을 이용해서 구우면 간단하고  맛도 더욱 담백~~ 빵가루가 아닌 콘플레이크를 입힌 닭고기 요리를 해볼게요.,6258,16,82,4,2,30
165,양장피,특별한 날  특별 메뉴로 좋은 양장피입니다.,24327,27,207,3,2,60
166,건포도미트볼구이,파티요리에 딱인 건포도 미트볼구이입니다.,5712,14,20,2,2,60
167,삼겹살김치찜,술안주로 좋은 삼겹살신김치찜입니다.,6944,15,54,4,2,30
168,닭다리구이,매콤한게 좋은 두반장 닭다리구이입니다.,7497,16,76,3,2,60
169,마늘닭봉구이,마늘향 은은한 마늘 닭봉구이를 올려봅니다. 마늘향과 동시에 특유의 달콤한 소스 덕에 간단한 재료로 맛나게 해먹었답니다.,15938,20,227,2,2,90
170,고갈비,고추장과 환상궁합 고갈비입니다.,11832,19,188,2,2,30
171,동파육,부드러운 동파육입니다.,8651,20,42,3,2,60
172,닭날개간장조림,짭쪼름한 소스가 매력 닭날개 간장조림입니다.,18642,21,61,3,2,60
173,쭈삼불고기,"2월부터 4월까지가 한창 제철인 쭈꾸미~!! 값이 싸고 영양이 풍부해 누구나 즐겨먹는 국민 어종으로 불리우죠~ 요즘같이 경기가 나쁘고 스트레스가 많을때 매운맛을 많이 찾게되는데.. 한의학에서도 매운음식이 열과 땀을 나게해 우울한 기분을 풀어주는 것으로 알려져있어요~ 올해는 매운맛을 찾는 사람들이 많이 줄었음 좋겠어요~주말저녁 저희집도 땀뻘뻘 흘리면서 매운 쭈삼불고기 해먹었어요~",16740,26,97,4,2,60
174,간장제육볶음,고추장소스의 제육볶음도 맛있지만  또 색다른 맛으로 먹으려면 이렇게 간장양념으로 해서 먹어도 아이들도 좋아하고  담백한 맛으로 즐길 수가 있답니다.,109999,37,883,3,2,30
175,돼지고기보쌈,지고기 중에서도 선호도가 높은 흑돼지~~!! 담백하고 고소한 육질에 지방질마저 쫄깃한맛이.. 저같이 돼지고기 비계를 싫어하는 사람들 입맛까지도 확 잡아버리더군요~ 흑돼지는 일반돼지보다 지방함량이 절반정도 적고 담백질 함량은 높다고해서 특히나 많이 좋아들 하시는것 같아요~ 더군다나 돼지특유의 누린내가 적어서 더욱 좋은데.. 그래도 민감하신 분들은 돼지 누린내를 오미자로 잡아보세요~ 돼지고기 삶을때 오미자를 넣고 같이 삶아주면 돼지 냄새를 확실히 잡을수 있으며 맛과 향에서도 오미자의 향긋한 맛과향을 느낄수 있답니다~,7752,17,17,4,2,60
176,쉬림프스프링롤,노릇노릇 바삭바삭 너무 맛있는 새우 춘권이랍니다. 바삭바삭한 춘권피 속엔 오통통한 새우살이 통통 씹히는 정말 봄과 너무 잘 어울리는 환상적인 요리. 바삭바삭 고소한 춘권피와 입에서 통통 씹히는 새우살  그리고 상큼한 스프링 롤 소스가 너무 잘 어울려요.,5885,11,50,4,3,60
177,고등어무조림,밥 두공기도 부족한 밥도둑! 맛있는 고등어무조림 레시피를 소개합니다~,9345,12,45,2,2,30
178,돼지고기김치볶음,술안주로 좋은 두부를 곁들인 매콤한 돼지고기 김치 볶음입니다.,8961,13,55,2,2,15
179,오징어순대,배가 불러 뚱뚱한 오징어 순대입니다.,7172,11,45,4,2,60
180,쇠고기당근감자말이,한우 쇠고기 당근감자 말이(케첩+돈까스 소스) 만들어볼게요,4205,7,38,1,2,60
181,고등어무조림,오늘 저녁에 고등어 무 조림 어떨라나 싶어서 올려봅니다. 고등어도 맛있지만 양념 자작하게 베인 무가 더 맛있는거같아요.,20121,26,168,2,2,30
182,고등어구이,우리네 된장으로 살짝이 고등어옷(?)을 만들어주어 더 맛난 고등어 된장오븐구이를 소개해드릴께요.,5224,9,36,2,1,15
183,고등어구이,언제먹어도 맛있는 고등어구이랍니다.,12967,16,40,2,2,30
184,소고기찹쌀구이,신선한 채소와 바삭쫀득하게 구운 소고기  거기에 바삭한 마늘칩을 곁들여 맛있는 드레싱과 함께 먹는 마늘칩을 곁들인 소고기 찹쌀구이 샐러드랍니다.,8102,13,52,2,2,30
185,고등어양념구이,양념 솔솔되서 구워서 윗면도 맛있고  아랫쪽은 바삭해서 정말 좋아요. 반찬으로 딱 좋은 고등어 양념구이입니다.,16266,13,177,2,2,30
186,돼지고기두루치기,여러가지 야채와 멸치육수를 넣어 촉촉하게 만들어 밥에 스삭스삭 비벼먹으면 죽음이지요. 감자  양파  양배추에서 달큰한 맛이 우러나와 달달하기도한 두루치기랍니다.,10983,16,37,4,2,30
187,프라이드치킨,닭봉에 마늘을 듬뿍 넣고 카레가루를 넣어 맛과 향이 풍부한 매콤 달콤한 칠리소스를 푹 찍어먹는 치킨을 만들어 봤어요.,9200,13,120,2,3,90
188,뚝배기불고기,뜨끈하게 먹는 부드러운 뚝배기불고기입니다.,25765,27,264,1,2,30
189,오징어통구이,오징어를 통째로 구워놓으면 먹음직하지요. 매콤한 고추장양념을 발라 바베큐구이를 해놓으면 별미가 따로 없어요.,6620,16,53,2,2,30
190,찹스테이크단호박찜,아이들이 좋아하는 패밀리레스토랑~ 집에서 저렴하면서 푸짐하게 패밀리 레스토랑의 럭셔리 음식을 만들어 먹는건 어떨까요.. 아이들 밥반찬으로 남편 맥주안주로 좋은 찹스테이크 좀더 저렴하면서 영양도 생각한다면 단호박도 살짝 낑겨넣으면 멋진 퓨전요리로 탄생한답니다.,16163,28,155,2,2,30
191,고등어김치찜,고등어랑 잘~ 익은 신김치가 만나서 맛있는 고등어 신김치찜이 되었답니다.,9398,17,63,2,2,30
192,소고기감자볶음,보기만 해도 입맛당기는 소고기 감자볶음 소개해드립니다.,7192,16,72,2,2,30
194,통닭구이,굳이 나들이 하지 않아도 집에서 근사하게 한끼 먹을수 있는 간장양념 통닭구이를 올려봅니다. 짭쪼름한 간장양념이 잘베여서 속살까지 맛있답니다. 단!! 주말에 드실려면 어여 장봐오세요~ 하루정도 재워둬야하거든요.,15794,11,141,4,2,120
195,고등어보쌈,퀴퀴한 묵은지 속에 들어있는 고등어~! 고등어와 김치는 궁합이 잘 맞아요. 짭쪼름하니 밥도둑이 따로 없지요. ,5199,10,24,4,2,30
196,가자미조림,남은 국물에 밥까지 비벼먹으면 끝장인 가자미조림입니다~,80879,15,324,4,2,30
197,닭간장조림,손가락에 묻은 양념까지도 쪽쪽 빨아먹는 닭간장조림,43608,36,312,4,2,60
198,김치말이삼겹살구이,오늘은 황사에 좋은 삼겹살과 환상의 짝꿍...김치의 만남입니다. 김치말이 삼겹살을 올려봐요~ 술안주나 반찬  간식으로도 좋고요. 왜 둘이 팬에 놓고 구우면 지저분해 보이잖아요. 근데 이렇게 하면 상에 내기도 깔끔하고 한입에 쏙쏙 넘 좋을꺼같아요~,6447,14,23,4,2,30
199,돈까스,비벼먹는~ 후라이팬돈까스 만들어볼게요,5218,14,53,1,2,60
200,오삼불고기,오삼불고기에요. 국물이 촉촉하니~ 밥에 스삭스삭 비벼먹으니 맛있더라구요. 고추장과 고춧가루가 합쳐져서 칼칼한 맛을 더해준답니다.,33484,29,446,3,2,30
201,돈까스,썰지 않아도되는 일본식 돈까스 만들어볼게요,8128,17,33,1,2,30
202,소고기육회,소고기만 준비해두면 만들기 완전 간단하죵~ 제가 만든 포도쏘주 한잔이랑 같이 먹었더니 씹을것도 없이 입에서 살살살~ 녹더라구요~,22574,20,134,2,2,30
203,참다래커틀릿,가끔가다 별식으로다 참다래 커틀릿은 만들어 주는데 고기속에 좋아하는 참다래가 쏘옥~~ 들어있어서 식구들이 좋아해요~ 게다가 참다래커틀릿 위에 상큼한 키위소스까지 더해서 먹어주면 봄철 춘곤증은 저멀리 날아간답니다~,1945,15,6,2,2,30
204,치킨너겟,노릇하게 구워서 아이들 밥반찬이나 어른들 술안주로도 좋을꺼같아요. 도시락에 싸줘도 좋을꺼같구요.,6165,15,49,2,2,30
205,찜닭,주말에 패밀리가 떴다를 보던 아이들 성화에 어제 저녁반찬으로 만들어 먹었던 찜닭입니다,87420,62,2300,4,2,90
206,제육볶음,빨갛게 볶아놓은 돼지고기.. 언제 먹어도 넘~ 맛나지요. 저는 소고기보다도 이 빨간색의 제육볶음이 더 맛있어요. 돼지고기 특유의 맛과 고추장이 어쩌면 이렇게 잘 어울리는지? 요것도 대한민국을 대표하는 요리로 넣어도 될랑가요? 다글다글 볶아서... 상추쌈에 밥과 함께 싸먹으면 죽음이에요.,15965,16,164,3,2,30
207,육회,신선한 한우를 부드럽고 담백하게 즐기는 육회입니다.,29617,9,222,3,2,15
208,잡채,잡채는 살짝 볶아주면 그냥 무치는것보다 나중에 덜 퍼지고 쫄깃한 맛을 낼 수 있는 것 같아요. 양념도 쏙쏙 베여 짭조롬 맛있는 잡채 고기 넣지 않아도 오뎅으로 씹는맛을 살리고 야채를 많이 넣어 드세요. ,21330,15,232,4,2,30
209,불고기,한우로 만들어 더 맛있는 달달한 한우불고기입니다.,16537,14,96,3,2,30
210,닭봉구이,주말에 아이들 간식으로 해선장소스를 사용해서 만들어본 닭봉구이 입니다,19207,16,150,2,2,30
211,조기찜,조기의 맛을 고스란히 살려주는 담백한 조기찜 레시피를 공개합니다!,48661,18,455,2,2,30
212,닭고기고추장조림,닭고기의 기름기는 쪽 빼고 매콤달콤하게 졸여준 닭날개와 닭봉요리입니다. 매운양념 후라이드치킨과 모양은 비슷해 보이지만 칼로리는 훨씬 적답니다.,17588,25,213,4,2,60
213,닭봉치킨,닭봉을 밑간해서 오븐에 바삭하게 구운 다음~ 다진 채소와 매콤 달콤 새콤한 양념장에 버무렸더니~ 양념닭봉치킨이 완성되었답니다. 튀기는 과정이 없어 만들기도 간단하고 한 개씩 들고 먹기에도 편하더라구요. 집에서 직접 만들면 저렴하고 건강하게 먹을 수 있어서 좋아요.,8609,15,59,4,2,60
